City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
331,mili,6.0815,171.735,28.35,78,100,5.01,MH,1719631239
332,ambato,-1.2491,-78.6168,11.36,77,83,0.74,EC,1719631010
333,igarka,67.4667,86.5833,8.61,60,100,6.42,RU,1719631241
334,segezha,63.7415,34.3222,15.57,65,46,3.93,RU,1719631243
335,ngara,-2.5122,30.6558,12.85,66,70,1.3,TZ,1719631244
336,tintafor,8.6267,-13.215,25.07,88,86,1.56,SL,1719631245
337,nikolayevsk-on-amure,53.1406,140.73,15.17,73,100,2.75,RU,1719631248
338,fairfield,41.2668,-73.3162,18.08,73,87,1.4,US,1719631175
339,yemetsk,63.4721,41.7941,14.81,60,4,2.58,RU,1719631250
340,timimoun,29.2639,0.231,34.21,9,0,2.57,DZ,1719631252
341,pimentel,-6.8367,-79.9342,18.16,88,20,8.23,PE,1719631253
342,utrik,11.2278,169.8474,28.03,81,99,7.22,MH,1719631254
343,tosontsengel,48.7567,98.2839,20.89,36,0,2.68,MN,1719631256
344,greymouth,-42.4667,171.2,12.13,77,12,1.73,NZ,1719631257
345,lata,40.1629,-8.3327,17.26,96,100,1.79,PT,1719631258
346,cidreira,-30.1811,-50.2056,12.01,71,37,6.32,BR,1719631260
347,san carlos,9.6612,-68.5827,22.78,96,15,1.48,VE,1719631261
348,luena,-11.7833,19.9167,8.8,62,0,2.05,AO,1719631264
349,antofagasta,-23.65,-70.4,13.6,76,99,0.83,CL,1719631265
350,lovech,43.1333,24.7167,20.54,68,6,2.26,BG,1719631266
351,youkounkoun,12.5333,-13.1333,25.42,85,65,2.27,GN,1719631268
352,manacapuru,-3.2997,-60.6206,25.52,85,29,1.03,BR,1719631269
353,klaksvik,62.2266,-6.589,8.51,82,95,4.87,FO,1719631270
354,poronaysk,49.2167,143.1167,20.53,71,69,4.47,RU,1719631273
355,polessk,54.862,21.1028,16.03,94,4,5.65,RU,1719631274
356,mims,28.6653,-80.8448,25.51,94,0,2.06,US,1719631276
357,thurso,58.5927,-3.5259,10.48,78,36,9.09,GB,1719631277
358,karakol,42.4907,78.3936,21.08,52,66,1.87,KG,1719631278
359,tobelo,1.7284,128.0095,27.86,80,65,2.36,ID,1719631280
360,chimoio,-19.1164,33.4833,10.64,88,5,1.53,MZ,1719631281
361,barrinha,-21.1936,-48.1639,20.27,53,95,1.68,BR,1719631282
362,semenivka,52.1783,32.5818,18.69,82,30,1.28,UA,1719631284
363,prince rupert,54.3161,-130.3201,13.05,91,100,2.57,CA,1719631285
